name	lat	lon
WRHS	33.958	-118.428
WROC	51.113	17.062
WSMN	32.407	-106.35
WSRT	52.915	6.605
WTZA	49.144	12.879
WTZJ	49.144	12.879
WTZR	49.144	12.879
WTZT	49.144	12.879
WTZZ	49.144	12.879
WUHN	30.532	114.357
XIAN	34.369	109.221
XMIS	-10.45	105.688
YAIG	18.862	-99.067
YAKA	62.031	129.681
YAKT	62.031	129.68
YAKZ	62.031	129.681
YAR1	-29.047	115.347
YAR2	-29.047	115.347
YAR3	-29.046	115.347
YARR	-29.047	115.347
YBHB	41.732	-122.711
YEBE	40.525	-3.089
YELL	62.481	-114.481
YESX	28.378	-108.92
YIBL	22.186	56.112
YKRO	6.871	-5.24
YRCM	30.992	34.928
YSSK	47.03	142.717
ZAMB	-15.426	28.311
ZECK	43.788	41.565
ZIMJ	46.877	7.465
ZIMM	46.877	7.465
ZIMZ	46.877	7.465
ZWEN	55.699	36.759
